trial,target_cv,spatial_mode,budget_fraction,budget_rows,target_importance,paper_importance,paper_rows,paper_chunks,paper_runs,paper_run_length_median,paper_rows_beyond_profile_fraction,paper_aff_ms,paper_two_line_ms,paper_released_ms,paper_tail_linear_ms,paper_block_split_ms,quant_importance,quant_rows,quant_chunks,quant_runs,quant_run_length_median,quant_rows_beyond_profile_fraction,quant_aff_ms,quant_two_line_ms,quant_released_ms,quant_tail_linear_ms,quant_block_split_ms,global_supported_importance,global_supported_rows,global_supported_chunks,global_supported_runs,global_supported_run_length_median,global_supported_rows_beyond_profile_fraction,global_supported_aff_ms,global_supported_two_line_ms,global_supported_released_ms,global_supported_tail_linear_ms,global_supported_block_split_ms,lookup_supported_importance,lookup_supported_rows,lookup_supported_chunks,lookup_supported_runs,lookup_supported_run_length_median,lookup_supported_rows_beyond_profile_fraction,lookup_supported_aff_ms,lookup_supported_two_line_ms,lookup_supported_released_ms,lookup_supported_tail_linear_ms,lookup_supported_block_split_ms,global_quant_same_mask,quant_importance_overshoot,quant_saving_vs_paper_two_line_pct,quant_win_two_line,quant_saving_vs_paper_released_pct,quant_win_released,quant_saving_vs_paper_tail_linear_pct,quant_win_tail_linear,quant_saving_vs_paper_block_split_pct,quant_win_block_split,global_supported_importance_overshoot,global_supported_saving_vs_paper_two_line_pct,global_supported_win_two_line,global_supported_saving_vs_paper_released_pct,global_supported_win_released,global_supported_saving_vs_paper_tail_linear_pct,global_supported_win_tail_linear,global_supported_saving_vs_paper_block_split_pct,global_supported_win_block_split,lookup_supported_importance_overshoot,lookup_supported_saving_vs_paper_two_line_pct,lookup_supported_win_two_line,lookup_supported_saving_vs_paper_released_pct,lookup_supported_win_released,lookup_supported_saving_vs_paper_tail_linear_pct,lookup_supported_win_tail_linear,lookup_supported_saving_vs_paper_block_split_pct,lookup_supported_win_block_split,global_saving_vs_quant_two_line_pct,lookup_saving_vs_two_line_global_two_line_pct,global_saving_vs_quant_released_pct,lookup_saving_vs_two_line_global_released_pct,global_saving_vs_quant_tail_linear_pct,lookup_saving_vs_two_line_global_tail_linear_pct,global_saving_vs_quant_block_split_pct,lookup_saving_vs_two_line_global_block_split_pct,exact_coverage_importance,exact_coverage_rows,exact_coverage_chunks,exact_coverage_runs,exact_coverage_run_length_median,exact_coverage_rows_beyond_profile_fraction,exact_coverage_aff_ms,exact_coverage_two_line_ms,exact_coverage_released_ms,exact_coverage_tail_linear_ms,exact_coverage_block_split_ms,exact_coverage_importance_overshoot,exact_coverage_saving_vs_paper_two_line_pct,exact_coverage_win_two_line,exact_saving_vs_two_line_global_two_line_pct,exact_coverage_saving_vs_paper_released_pct,exact_coverage_win_released,exact_saving_vs_two_line_global_released_pct,exact_coverage_saving_vs_paper_tail_linear_pct,exact_coverage_win_tail_linear,exact_saving_vs_two_line_global_tail_linear_pct,exact_coverage_saving_vs_paper_block_split_pct,exact_coverage_win_block_split,exact_saving_vs_two_line_global_block_split_pct,exact_runtime_ms,exact_peak_labels,exact_generated_labels,exact_checkpoint_labels,exact_dual_multiplier
0,1.07,hot-cold,0.125,608,0.2846406720071315,0.2846406720071315,606,5,27:240;270:108;387:96;540:126;891:36,108.0,0.39603960396039606,0.20327582687200796,0.2113934923043843,0.21257223955778753,0.20875636501864234,0.21440605051806905,0.2874724753563728,608,4,11:162;183:148;338:144;541:154,151.0,0.7631578947368421,0.1927642856050361,0.19779427023110951,0.20156053415703212,0.2004735880761847,0.233747607687541,0.2874724753563728,608,4,11:162;183:148;338:144;541:154,151.0,0.7631578947368421,0.1927642856050361,0.19779427023110951,0.20156053415703212,0.2004735880761847,0.233747607687541,0.3014389156617781,647,4,11:162;185:144;338:144;541:197,153.0,0.5548686244204019,0.20230650427540753,0.2104817316439603,0.2140320315284098,0.2112973214420224,0.23045571467414333,1.0,0.002831803349241324,6.433131845749229,1.0,5.180217992557723,1.0,3.967676358858785,1.0,-9.02099410102326,0.0,0.002831803349241324,6.433131845749229,1.0,5.180217992557723,1.0,3.967676358858785,1.0,-9.02099410102326,0.0,0.016798243654646605,0.4313097108548436,1.0,-0.6867274737562434,0.0,-1.2171875205592597,0.0,-7.485639569076286,0.0,0.0,-6.414473684210531,0.0,-6.187469895104258,0.0,-5.399081978681619,0.0,1.408310889666109,0.28480171920493125,601.0,4.0,11:162;183:148;338:144;497:147,147.5,0.7603993344425957,0.19105157968984124,0.19551703356726452,0.19923430699095201,0.19843066068649567,0.22969317567805675,0.0001610471977997463,7.5103819725251375,1.0,1.1513157894736725,6.274541113450338,1.0,1.1541084547175173,4.946294371060045,1.0,1.0190506436751456,-7.12998776062963,0.0,1.7345341197690267,909.8846,1210.0,924110.0,7387.0,0.8684494176084122
0,1.07,hot-cold,0.25,1216,0.4799481081989538,0.4799481081989538,1212,9,27:240;270:108;387:96;486:180;675:144;864:144;1071:120;1197:144;1791:36,144.0,0.3465346534653465,0.39555076792984556,0.40903011703649295,0.41263860732988294,0.4074351420492304,0.4226743365096946,0.48965534736135446,1220,8,0:198;201:147;351:179;539:141;687:149;871:135;1060:136;1206:135,144.0,0.5516393442622951,0.3865072603044693,0.39688981855584476,0.40580938656965015,0.4021611792451038,0.44323573651926707,0.48965534736135446,1220,8,0:198;201:147;351:179;539:141;687:149;871:135;1060:136;1206:135,144.0,0.5516393442622951,0.3865072603044693,0.39688981855584476,0.40580938656965015,0.4021611792451038,0.44323573651926707,0.4887126924357193,1220,8,0:239;241:144;386:144;540:144;687:144;871:135;1056:135;1206:135,144.0,0.1959016393442623,0.3865072603044693,0.39688981855584476,0.40262554194091454,0.39885013879839665,0.40470803816881057,1.0,0.009707239162400683,2.9680695809411572,1.0,1.6550125555200856,1.0,1.2944300232917483,1.0,-4.864596270348875,0.0,0.009707239162400683,2.9680695809411572,1.0,1.6550125555200856,1.0,1.2944300232917483,1.0,-4.864596270348875,0.0,0.008764584236765516,2.9680695809411572,1.0,2.426594412423333,1.0,2.1070846288944955,1.0,4.250624367034872,1.0,0.0,0.0,0.0,0.7845665315060812,0.0,0.8233118007367812,0.0,8.692371841001522,0.4799543237992687,1188.0,8.0,5:168;183:165;351:179;539:141;685:134;871:135;1060:131;1206:135,138.0,0.43097643097643096,0.37867774754929273,0.38686694588011983,0.3960135770800915,0.3929840039611338,0.4251328182486467,6.215600314940506e-06,5.418469260148817,1.0,2.5253539413520265,4.028956562588581,1.0,2.4138942601509727,3.5468560751567346,1.0,2.28196448528335,-0.5816491626279952,0.0,4.084264146384653,2827.331009,60022.0,62982132.0,496190.0,1.1385482383539003
0,1.07,hot-cold,0.375,1824,0.6309267435626669,0.6309267435626669,1824,13,27:240;270:108;387:96;486:180;675:186;864:204;1071:120;1197:144;1359:126;1494:144;1701:120;1827:60;2007:96,126.0,0.4440789473684211,0.5892937426292787,0.611294909597162,0.6158336644304624,0.6066408757679762,0.6385046325705093,0.6335644743317353,1784,11,0:199;201:179;381:150;539:213;754:172;929:137;1069:157;1230:135;1372:136;1513:134;1705:172,157.0,0.6961883408071748,0.5575050800569672,0.5804404574067588,0.5927514798527695,0.5837668298015095,0.6539087512128122,0.6335644743317353,1784,11,0:199;201:179;381:150;539:213;754:172;929:137;1069:157;1230:135;1372:136;1513:134;1705:172,157.0,0.6961883408071748,0.5575050800569672,0.5804404574067588,0.5927514798527695,0.5837668298015095,0.6539087512128122,0.6392334730652754,1816,12,0:199;200:144;345:144;491:144;636:144;781:144;929:135;1069:135;1206:135;1356:144;1502:144;1673:204,144.0,0.22191629955947137,0.5763354786263142,0.5907802545060772,0.5992204358482435,0.594704984310255,0.6099807143807271,1.0,0.0026377307690684804,5.047392298871934,1.0,3.748119973116404,1.0,3.7706074351665397,1.0,-2.412530443246541,0.0,0.0026377307690684804,5.047392298871934,1.0,3.748119973116404,1.0,3.7706074351665397,1.0,-2.412530443246541,0.0,0.008306729502608579,3.3559342256921143,1.0,2.697681134009333,1.0,1.9675382808009734,1.0,4.467300115732886,1.0,0.0,-1.7813708481854817,0.0,-1.0913437107032964,0.0,-1.8737197713793785,0.0,6.717762493713575,0.6309383947546578,1773.0,11.0,0:199;201:179;381:149;539:227;770:156;929:137;1069:157;1230:135;1372:136;1513:135;1714:163,156.0,0.6937394247038917,0.5548136850473753,0.5767915149996007,0.5886562723242216,0.5801572790324891,0.6527239659799874,1.1651191990980081e-05,5.644312435105792,1.0,0.6286505981096702,4.413105953110752,1.0,0.6908810298651868,4.36561362634198,1.0,0.6183206350123815,-2.226974196292608,0.0,0.18118510122817622,2331.20638,12146.0,20293962.0,157847.0,1.523924127894251
0,1.07,hot-cold,0.5,2432,0.7432760672690228,0.7432760672690228,2430,17,0:24;27:240;270:114;387:96;486:180;675:186;864:204;1071:120;1197:144;1359:126;1494:204;1701:120;1827:144;2007:96;2169:144;2340:144;2619:144,144.0,0.41728395061728396,0.7815686836871163,0.8109035085205183,0.8212858116775872,0.8097341187545386,0.8497817898729383,0.760315229624836,2473,16,0:199;201:149;351:138;491:144;636:144;781:145;929:137;1069:159;1230:136;1372:139;1513:139;1673:197;1875:156;2042:153;2211:201;2599:137,144.5,0.49090173877881116,0.7810887056377144,0.8045151813841017,0.8219311639425955,0.8140797129968999,0.88531464621626,0.760315229624836,2473,16,0:199;201:149;351:138;491:144;636:144;781:145;929:137;1069:159;1230:136;1372:139;1513:139;1673:197;1875:156;2042:153;2211:201;2599:137,144.5,0.49090173877881116,0.7810887056377144,0.8045151813841017,0.8219311639425955,0.8140797129968999,0.88531464621626,0.7606101902103213,2480,17,0:199;200:144;345:144;491:144;636:144;781:155;937:144;1083:144;1230:135;1372:144;1517:135;1671:135;1807:144;1958:155;2126:135;2268:144;2599:135,144.0,0.20524193548387096,0.7938022973670797,0.8067924180479468,0.8183372250160471,0.8154290660869713,0.8465504909001182,1.0,0.017039162355813153,0.7878036127963006,1.0,-0.07857828003750011,0.0,-0.5366692771999304,0.0,-4.181409482619602,0.0,0.017039162355813153,0.7878036127963006,1.0,-0.07857828003750011,0.0,-0.5366692771999304,0.0,-4.181409482619602,0.0,0.017334122941298435,0.5069765304224871,1.0,0.3590207720156724,1.0,-0.7033107782579595,0.0,0.380250437386187,1.0,0.0,-0.28305701577031606,0.0,0.43725546423001305,0.0,-0.16575196120587332,0.0,4.378573819129228,0.7432777910343092,2371.0,15.0,0:199;201:179;381:156;539:214;754:143;898:168;1069:159;1230:136;1372:140;1513:142;1663:148;1812:139;1958:155;2125:158;2290:135,155.0,0.6478279207085618,0.7451312479164187,0.7713325899966459,0.7887291062021303,0.7796403868452573,0.8713779273272926,1.7237652863988373e-06,4.87985538452892,1.0,4.1245450869389355,3.9641139555248617,1.0,4.039518051755486,3.7164954782403004,1.0,4.230461170056666,-2.5413744695074403,0.0,1.5742108129049304,25186.506956,520281.0,555371140.0,4349300.0,1.969077704418697
0,1.07,hot-cold,0.625,3040,0.831595098655787,0.831595098655787,3036,21,0:24;27:240;270:108;387:96;486:180;675:186;864:204;1071:120;1197:144;1359:126;1494:204;1701:120;1827:168;2007:96;2106:60;2169:144;2340:144;2511:348;2889:84;2997:144;3186:96,144.0,0.5039525691699605,0.9738436247449539,1.0220622419926113,1.0310093838114047,1.010368971531483,1.0740269959942095,0.8377572529776902,2982,18,0:181;182:198;381:156;538:215;754:143;898:168;1069:159;1230:136;1370:142;1513:142;1663:209;1875:168;2045:161;2211:150;2366:137;2510:163;2698:137;2889:217,160.0,0.7193158953722334,0.9276286645280822,0.9701028187979747,0.991649711933917,0.9756056939852384,1.0943691147464103,0.8377572529776902,2982,18,0:181;182:198;381:156;538:215;754:143;898:168;1069:159;1230:136;1370:142;1513:142;1663:209;1875:168;2045:161;2211:150;2366:137;2510:163;2698:137;2889:217,160.0,0.7193158953722334,0.9276286645280822,0.9701028187979747,0.991649711933917,0.9756056939852384,1.0943691147464103,0.8478042916750629,3066,21,0:199;200:144;345:144;491:144;636:144;781:158;940:144;1085:144;1230:144;1375:144;1520:135;1662:144;1807:144;1956:135;2093:144;2241:144;2392:135;2529:144;2696:144;2889:144;3057:144,144.0,0.11643835616438356,0.9811837929529319,0.9974296587641148,1.010217943948645,1.0075641766555121,1.0265769729767407,1.0,0.006162154321903257,5.083782675831627,1.0,3.8175861922792653,1.0,3.44065173473721,1.0,-1.89400441777261,0.0,0.006162154321903257,5.083782675831627,1.0,3.8175861922792653,1.0,3.44065173473721,1.0,-1.89400441777261,0.0,0.016209193019275925,2.410086413178991,1.0,2.016610148192699,1.0,0.277601050210341,1.0,4.417954408449953,1.0,0.0,-2.8169014084507005,0.0,-1.872458771607577,0.0,-3.275758112862892,0.0,6.1946322183424,0.831599247851915,2939.0,18.0,0:199;201:179;381:156;538:215;754:143;898:168;1069:159;1230:136;1370:142;1513:142;1663:140;1804:132;1940:173;2125:198;2329:158;2514:145;2698:137;2889:217,157.0,0.619938754678462,0.9171077567633137,0.9563488381237896,0.9786269455629347,0.9638606674220609,1.0576040558170658,4.1491961280115675e-06,6.429491391904563,1.0,1.4177858684327083,5.080694615486836,1.0,1.313242591034014,4.603100987842723,1.0,1.2038702352382247,1.529099383758148,1.0,3.3594751929620914,10211.482713,236155.0,425712898.0,3313162.0,2.3361537894309987
0,1.07,hot-cold,0.75,3648,0.8944120927687398,0.8944120927687398,3648,23,0:24;27:240;270:108;387:96;486:180;675:186;864:204;1071:120;1197:144;1359:126;1494:204;1701:120;1827:276;2106:60;2169:144;2340:144;2511:348;2889:84;2997:144;3186:288;3492:144;3654:120;3825:144,144.0,0.5279605263157895,1.1455848278160463,1.2159930960069358,1.2312729624175978,1.2005031377246727,1.2666388008101395,0.8950136915112562,3457,21,0:181;182:198;381:156;538:215;754:143;898:170;1069:159;1230:138;1369:165;1535:162;1698:174;1875:168;2045:168;2216:146;2365:141;2510:153;2666:137;2809:142;2956:213;3180:184;3387:144,162.0,0.7555684119178478,1.0768506519302454,1.124629592416029,1.1500658838496343,1.1328135056302262,1.2830294692699882,0.8950136915112562,3457,21,0:181;182:198;381:156;538:215;754:143;898:170;1069:159;1230:138;1369:165;1535:162;1698:174;1875:168;2045:168;2216:146;2365:141;2510:153;2666:137;2809:142;2956:213;3180:184;3387:144,162.0,0.7555684119178478,1.0768506519302454,1.124629592416029,1.1500658838496343,1.1328135056302262,1.2830294692699882,0.8952920110523734,3472,24,0:209;210:144;355:135;491:144;636:144;781:158;940:144;1085:144;1230:144;1375:144;1520:135;1662:144;1807:144;1954:135;2090:144;2235:135;2371:135;2509:144;2654:144;2807:144;2956:135;3094:144;3242:135;3387:144,144.0,0.10570276497695852,1.1135233934767457,1.1295093852671254,1.1444987283216155,1.1414402470622098,1.1609765395692093,1.0,0.0006015987425164182,7.5134886777667775,1.0,6.595375765298527,1.0,5.63843858190487,1.0,-1.2940286093687803,0.0,0.0006015987425164182,7.5134886777667775,1.0,6.595375765298527,1.0,5.63843858190487,1.0,-1.2940286093687803,0.0,0.0008799182836336517,7.112187645127643,1.0,7.047522096611425,1.0,4.919844755625169,1.0,8.341940983755492,1.0,0.0,-0.4339022273647686,0.0,0.48407274802237943,0.0,-0.7615323607202518,0.0,9.512870329488532,0.8944554203540562,3452.0,21.0,0:181;182:198;381:156;538:215;754:143;898:169;1069:159;1230:138;1370:164;1535:162;1698:174;1875:168;2045:168;2216:145;2366:140;2510:153;2666:137;2809:142;2956:213;3180:184;3387:143,162.0,0.7137891077636153,1.0756272905622493,1.1230029947989968,1.1484758909728288,1.1313160188028548,1.2712384289221854,4.332758531644387e-05,7.647255688646492,1.0,0.1446340757882636,6.724509834293557,1.0,0.13825232963899925,5.7631768504119885,1.0,0.13219182327264267,-0.3631365239327833,0.0,0.9189999629947376,1194.686955,1393.0,3269264.0,25898.0,3.103933160768408
0,1.07,hot-cold,0.875,4256,0.9494152936631396,0.9494152936631395,4254,26,0:24;27:240;270:114;387:96;486:186;675:186;864:204;1071:120;1197:288;1494:204;1701:120;1827:276;2106:60;2169:168;2340:168;2511:348;2889:84;2997:186;3186:288;3492:144;3645:144;3825:144;3978:120;4104:78;4185:120;4329:144,144.0,0.6445698166431594,1.3268588830597134,1.4178084279538312,1.4365875612116115,1.3963821194764363,1.4980310609885403,0.9514233079467345,4075,20,0:753;754:314;1069:299;1369:165;1535:162;1698:175;1875:168;2045:142;2188:174;2365:141;2510:153;2664:141;2806:145;2956:194;3152:181;3335:141;3481:155;3643:161;3823:135;3977:176,163.5,0.7926380368098159,1.2170572312004224,1.325677057881203,1.356781618126146,1.3086206561396623,1.4957766765842164,0.9514233079467345,4075,20,0:753;754:314;1069:299;1369:165;1535:162;1698:175;1875:168;2045:142;2188:174;2365:141;2510:153;2664:141;2806:145;2956:194;3152:181;3335:141;3481:155;3643:161;3823:135;3977:176,163.5,0.7926380368098159,1.2170572312004224,1.325677057881203,1.356781618126146,1.3086206561396623,1.4957766765842164,0.9526407188246346,4107,26,0:490;491:144;636:144;781:158;940:144;1085:144;1230:137;1368:144;1513:144;1659:144;1804:135;1940:144;2086:197;2284:144;2429:144;2574:144;2719:135;2855:144;3000:135;3138:144;3286:137;3424:144;3576:135;3714:144;3864:144;4010:144,144.0,0.2057462868273679,1.2908920588406212,1.3360872826302086,1.355136947718703,1.3386303995228552,1.3766661301783973,1.0,0.0020080142835948722,6.498153647287275,1.0,5.555243915529761,1.0,6.284917438621996,1.0,0.15048983048697728,1.0,0.0020080142835948722,6.498153647287275,1.0,5.555243915529761,1.0,6.284917438621996,1.0,0.15048983048697728,1.0,0.0032254251614950435,5.763906019486842,1.0,5.669728437869348,1.0,4.135810617170799,1.0,8.101629797319099,1.0,0.0,-0.7852760736196229,0.0,0.12121850601974904,0.0,-2.2932347309662315,0.0,7.963123658126703,0.9494262765572465,4050.0,18.0,0:1068;1069:465;1535:162;1698:175;1874:229;2104:179;2284:155;2440:142;2583:155;2739:145;2887:167;3056:136;3193:140;3335:141;3480:156;3643:165;3823:135;3966:135,155.5,0.7595061728395062,1.1889386527321,1.317544069796042,1.3470777696014227,1.287457620741324,1.4484033626604307,1.098289410694786e-05,7.071784606506382,1.0,0.613496932515345,6.230723001297367,1.0,0.7152107896424287,7.800479339849531,1.0,1.6172016924115962,3.312861770393516,1.0,3.1671381607559446,8996.769025,124630.0,225378236.0,1762017.0,4.27515716264235
0,1.07,local,0.125,608,0.3145534629638002,0.3145534629638002,606,10,495:66;804:6;927:54;2430:30;2799:66;2907:66;3402:66;3528:66;4050:66;4437:120,66.0,0.0,0.2582802559428598,0.2581574516968302,0.24827528961664458,0.24827528961664458,0.24827528961664458,0.3274774164085643,684,6,499:55;919:92;2833:138;3399:196;4054:69;4440:134,113.0,0.28654970760233917,0.2333611500269212,0.23808306459091771,0.23738595347625824,0.23535082038871413,0.24237124758070935,0.3274774164085643,684,6,499:55;919:92;2833:138;3399:196;4054:69;4440:134,113.0,0.28654970760233917,0.2333611500269212,0.23808306459091771,0.23738595347625824,0.23535082038871413,0.24237124758070935,0.32877392596146393,688,6,499:55;922:89;2832:144;3399:196;4054:69;4439:135,112.0,0.28488372093023256,0.23433983912131828,0.23956041180876197,0.23711895141721864,0.23508381832967454,0.24210424552166976,1.0,0.012923953444764102,7.776024660131453,1.0,4.385992724930576,1.0,5.205700997423779,1.0,2.378022414172387,1.0,0.012923953444764102,7.776024660131453,1.0,4.385992724930576,1.0,5.205700997423779,1.0,2.378022414172387,1.0,0.014220462997663719,7.203758700681561,1.0,4.493535468895093,1.0,5.3132437413882965,1.0,2.4855651581369043,1.0,0.0,-0.6205175577619126,0.0,0.11247593007490675,0.0,0.1134485355090753,0.0,0.11016243127216496,0.31455989510556825,669.0,5.0,500:172;920:91;2833:143;3400:195;4054:68,143.0,0.5485799701046338,0.21869018010876182,0.2267356659101933,0.2280754517162996,0.22501697045689384,0.24456480629025634,6.43214176804241e-06,12.171558705784468,1.0,4.76615113310217,8.136064580383751,1.0,3.9220946410756463,9.367955705806775,1.0,4.390828090062538,1.4945036745773188,1.0,-0.9050408129852583,958.609472,16380.0,11000586.0,81196.0,0.9400992492117192
0,1.07,local,0.25,1216,0.5073519103616267,0.5073519103616267,1212,16,351:96;495:66;594:78;792:42;927:198;1791:66;2430:30;2799:66;2907:66;3168:66;3402:66;3483:42;3528:66;3897:78;4050:66;4437:120,66.0,0.16336633663366337,0.4725569686290382,0.47718060605068485,0.459844181426454,0.4577281055456553,0.4648054594745696,0.5222962129807641,1305,11,413:141;592:81;797:28;907:105;1808:147;2430:26;2832:144;3163:64;3397:199;3896:227;4431:143,141.0,0.43908045977011495,0.44030706100291817,0.4549667227103561,0.46126730239898533,0.4557689740857625,0.4793043563113721,0.5222962129807641,1305,11,413:141;592:81;797:28;907:105;1808:147;2430:26;2832:144;3163:64;3397:199;3896:227;4431:143,141.0,0.43908045977011495,0.44030706100291817,0.4549667227103561,0.46126730239898533,0.4557689740857625,0.4793043563113721,0.5080592825045205,1200,13,412:144;594:78;796:39;907:105;1793:66;2422:39;2780:89;2905:71;3163:69;3397:199;3895:84;4051:73;4432:144,78.0,0.16583333333333333,0.4366182439033358,0.44260553033093697,0.43089922778195777,0.4287426805045318,0.4358344962591372,1.0,0.014944302619137373,4.6552359963198615,1.0,-0.3094789561361333,0.0,0.42801205260430963,1.0,-3.1193473616236034,0.0,0.014944302619137373,4.6552359963198615,1.0,-0.3094789561361333,0.0,0.42801205260430963,1.0,-3.1193473616236034,0.0,0.0007073721428937363,7.245700114659604,1.0,6.294513405542701,1.0,6.332454723655245,1.0,6.232922317259792,1.0,0.0,2.716944286777778,0.0,6.583617451115121,0.0,5.929823028310199,0.0,9.069364690688387,0.5074045208044574,1263.0,10.0,499:174;797:37;907:105;1808:147;2430:26;2833:143;3163:64;3397:199;3896:227;4433:141,142.0,0.5914489311163895,0.41902993969757857,0.43613860841687535,0.44295837551115624,0.43631528483618987,0.4700602812243008,5.261044283066951e-05,8.600935812016242,1.0,4.138349763542426,3.6720712357210528,1.0,3.9692661484148073,4.678065526244957,1.0,4.268322407990855,-1.130542174713578,0.0,1.9286440787252057,2220.229993,62931.0,90497296.0,707599.0,1.2665750724701528
0,1.07,local,0.375,1824,0.6466288026345968,0.6466288026345968,1824,23,81:144;351:96;495:66;594:78;792:42;927:198;1422:66;1521:12;1791:66;1881:78;2430:30;2556:84;2799:66;2907:66;3168:66;3402:66;3474:120;3897:78;4050:66;4239:66;4437:120;4617:84;4797:66,66.0,0.10855263157894737,0.6993026007709824,0.7043063589510127,0.6817711625916881,0.6796550867108895,0.6867324406398038,0.6518540396842716,1892,13,88:136;351:121;499:174;797:214;1070:106;1424:110;1801:157;2426:32;2780:197;3162:71;3397:199;3895:228;4431:147,147.0,0.6955602536997886,0.6059314572340289,0.6347547625328602,0.6440472405739159,0.6320677071722359,0.6903000928766255,0.6518540396842716,1892,13,88:136;351:121;499:174;797:214;1070:106;1424:110;1801:157;2426:32;2780:197;3162:71;3397:199;3895:228;4431:147,147.0,0.6955602536997886,0.6059314572340289,0.6347547625328602,0.6440472405739159,0.6320677071722359,0.6903000928766255,0.6517970142268905,1819,17,79:144;352:205;591:84;796:39;907:105;1071:105;1423:66;1801:157;2416:55;2780:89;2905:73;3162:71;3397:199;3894:105;4034:89;4432:144;4612:89,89.0,0.308411214953271,0.6320739245179638,0.6450229921232139,0.6335303832961868,0.6285177117424916,0.6536717805144905,1.0,0.0052252370496748135,9.875190751045038,1.0,5.533223475508741,1.0,7.001695487772642,1.0,-0.5195112427625936,0.0,0.0052252370496748135,9.875190751045038,1.0,5.533223475508741,1.0,7.001695487772642,1.0,-0.5195112427625936,0.0,0.005168211592293748,8.417269853433506,1.0,7.075802254838493,1.0,7.524018574755498,1.0,4.814198102322331,1.0,0.0,-1.6176687748478358,0.0,1.6329325886649926,0.0,0.5616479673714703,0.0,5.306143333908175,0.6466668256550607,1867.0,13.0,88:136;351:118;499:174;797:214;1071:105;1424:110;1808:147;2430:28;2781:195;3163:70;3397:199;3895:228;4431:143,143.0,0.6197107659346546,0.5998146503940472,0.6273612647694173,0.6366553669773115,0.6252135249879657,0.6733344525328482,3.8023020463962e-05,10.924946680333347,1.0,1.1647801954160486,6.6174397055565155,1.0,1.1477222680152277,8.010174982488149,1.0,1.0844063233248713,1.9509764377044991,1.0,2.457719551083637,1448.716283,23963.0,36023334.0,278939.0,1.5115358887078079
